Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Churn
Female,73,No,Yes,Yes,No,0,Yes,5,22,Offer D,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,63.55,No
Male,69,No,Yes,No,No,0,No,0,54,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,90.05,No
Female,78,No,Yes,Yes,No,0,Yes,1,47,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,67.45,No
Female,78,No,Yes,No,No,0,No,0,52,No Offer,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,50.5,No
Female,76,No,Yes,Yes,No,0,Yes,2,26,No Offer,Yes,No,Yes,Cable,No,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,60.7,No
Male,71,No,Yes,No,No,0,No,0,48,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,99.0,No
Male,72,No,Yes,No,No,0,No,0,4,No Offer,No,No,Yes,DSL,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,50.95,No
Female,70,No,Yes,Yes,No,0,Yes,1,72,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,89.1,No
Female,71,No,Yes,Yes,Yes,1,Yes,7,22,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,85.35,No
Male,74,No,Yes,No,No,0,No,0,24,No Offer,Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,No,No,Two Year,No,Credit Card,54.8,No
Male,75,No,Yes,No,No,0,No,0,31,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,90.7,No
Female,65,No,Yes,No,No,0,No,0,9,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,75.5,No
Male,80,No,Yes,No,No,0,No,0,71,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,No
Male,76,No,Yes,Yes,No,0,Yes,7,1,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,74.3,No
Female,73,No,Yes,No,No,0,No,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,70.6,No
Female,67,No,Yes,No,No,0,No,0,28,No Offer,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.45,No
Male,66,No,Yes,No,No,0,No,0,16,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,No
Male,65,No,Yes,Yes,No,0,Yes,1,65,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,No
Male,76,No,Yes,No,No,0,No,0,56,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,101.05,No
Male,79,No,Yes,Yes,No,0,Yes,1,72,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,84.1,No
Male,76,No,Yes,Yes,No,0,Yes,7,11,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.2,No
Male,77,No,Yes,Yes,No,0,Yes,7,30,No Offer,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,74.85,No
Female,71,No,Yes,Yes,No,0,No,0,59,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,94.05,No
Male,75,No,Yes,Yes,No,0,Yes,5,72,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,102.65,No
Male,75,No,Yes,Yes,No,0,Yes,2,71,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Credit Card,95.5,No
Male,71,No,Yes,Yes,No,0,Yes,8,56,No Offer,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,85.65,No
Male,72,No,Yes,No,No,0,No,0,34,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,99.85,No
Female,76,No,Yes,No,No,0,No,0,64,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.95,No
Male,70,No,Yes,No,No,0,No,0,20,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,89.95,No
Female,73,No,Yes,Yes,No,0,Yes,3,70,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.45,No
Male,78,No,Yes,No,No,0,No,0,5,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,71.45,No
Female,74,No,Yes,Yes,No,0,Yes,4,72,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,89.55,No
Female,73,No,Yes,Yes,No,0,No,0,66,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,100.8,No
Male,69,No,Yes,Yes,No,0,Yes,7,72,Offer A,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,74.4,No
Male,73,No,Yes,Yes,No,0,Yes,10,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,93.05,No
Male,79,No,Yes,Yes,No,0,Yes,5,52,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.45,No
Female,72,No,Yes,No,No,0,No,0,40,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,91.55,No
Female,75,No,Yes,Yes,No,0,Yes,10,44,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.15,No
Female,68,No,Yes,No,No,0,No,0,7,Offer E,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,48.2,No
Male,66,No,Yes,No,No,0,No,0,72,Offer A,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.1,No
Female,74,No,Yes,No,No,0,No,0,8,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,100.15,No
Male,78,No,Yes,Yes,No,0,Yes,7,8,Offer E,Yes,No,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,64.4,No
Male,73,No,Yes,No,No,0,No,0,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,45.2,No
Female,79,No,Yes,Yes,Yes,3,Yes,6,48,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.5,No
Female,69,No,Yes,No,No,0,No,0,65,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.45,No
Female,68,No,Yes,Yes,No,0,Yes,4,26,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,85.7,No
Female,70,No,Yes,Yes,No,0,Yes,1,35,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.05,No
Male,69,No,Yes,Yes,No,0,Yes,6,16,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,85.05,No
Female,75,No,Yes,No,No,0,No,0,14,Offer D,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,39.7,No
Male,75,No,Yes,No,No,0,No,0,18,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,93.9,No
Female,67,No,Yes,Yes,No,0,Yes,1,71,Offer A,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.7,No
Male,65,No,Yes,Yes,No,0,Yes,1,48,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.05,No
Female,67,No,Yes,Yes,No,0,Yes,1,31,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,90.7,No
Female,74,No,Yes,Yes,No,0,Yes,1,38,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,95.0,No
Male,72,No,Yes,No,Yes,1,No,0,11,No Offer,Yes,No,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,54.55,No
Female,77,No,Yes,No,No,0,No,0,27,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,86.45,No
Male,72,No,Yes,No,No,0,No,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.05,No
Male,75,No,Yes,Yes,No,0,Yes,10,59,No Offer,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,82.95,No
Female,79,No,Yes,Yes,No,0,No,0,50,No Offer,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.2,No
Female,72,No,Yes,No,No,0,No,0,31,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,73.55,No
Female,66,No,Yes,No,No,0,No,0,2,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Two Year,No,Credit Card,81.5,No
Female,65,No,Yes,No,No,0,No,0,4,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.45,No
Male,66,No,Yes,Yes,No,0,Yes,10,57,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,90.65,No
Male,77,No,Yes,Yes,No,0,Yes,1,50,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.05,No
Male,68,No,Yes,Yes,No,0,Yes,5,61,No Offer,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.0,No
Female,65,No,Yes,Yes,No,0,Yes,5,72,Offer A,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.3,No
Male,73,No,Yes,Yes,No,0,Yes,10,29,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,90.1,No
Female,69,No,Yes,No,No,0,No,0,41,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.1,No
Female,67,No,Yes,Yes,No,0,Yes,1,70,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,92.2,No
Male,67,No,Yes,No,No,0,No,0,8,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,69.95,No
Male,80,No,Yes,No,No,0,No,0,2,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.2,No
Female,80,No,Yes,No,Yes,1,No,0,30,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,101.3,No
Female,67,No,Yes,No,No,0,No,0,57,Offer B,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,No
Female,72,No,Yes,Yes,No,0,Yes,1,25,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,88.4,No
Male,73,No,Yes,Yes,Yes,2,Yes,1,28,No Offer,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,51.0,No
Female,74,No,Yes,Yes,No,0,Yes,8,70,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,113.0,No
Female,79,No,Yes,No,No,0,No,0,5,No Offer,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,59.9,No
Male,73,No,Yes,Yes,No,0,Yes,10,33,No Offer,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,93.55,No
Female,65,No,Yes,No,No,0,No,0,4,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,No
Female,79,No,Yes,Yes,No,0,Yes,6,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,116.75,No
Female,79,No,Yes,No,No,0,No,0,34,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.35,No
Male,65,No,Yes,Yes,No,0,Yes,8,41,Offer B,No,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,53.95,No
Female,78,No,Yes,Yes,Yes,1,Yes,8,56,Offer B,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,72.6,No
Male,75,No,Yes,No,No,0,No,0,52,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,72.95,No
Female,70,No,Yes,Yes,No,0,Yes,6,60,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,No,Two Year,No,Bank Withdrawal,89.45,No
Male,75,No,Yes,No,No,0,No,0,7,No Offer,No,No,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,44.4,No
Male,75,No,Yes,No,No,0,No,0,37,Offer C,No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,36.65,No
Female,76,No,Yes,Yes,Yes,3,Yes,8,65,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,103.9,No
Female,72,No,Yes,No,No,0,No,0,66,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,63.85,No
Male,69,No,Yes,Yes,No,0,Yes,5,60,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,99.0,No
Male,69,No,Yes,Yes,No,0,Yes,4,70,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,88.55,No
Male,76,No,Yes,No,No,0,No,0,67,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,101.4,No
Female,78,No,Yes,Yes,Yes,1,Yes,2,72,No Offer,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,90.15,No
Male,68,No,Yes,No,No,0,No,0,67,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,116.1,No
Female,65,No,Yes,No,No,0,No,0,6,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.1,No
Male,78,No,Yes,Yes,No,0,Yes,9,32,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,93.5,No
Male,67,No,Yes,Yes,No,0,Yes,1,8,No Offer,No,No,Yes,Cable,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,43.35,No
Female,73,No,Yes,No,Yes,2,No,0,33,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,105.35,No
Male,72,No,Yes,Yes,No,0,Yes,7,55,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,113.6,No
Female,71,No,Yes,No,No,0,No,0,14,No Offer,No,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,46.35,No
Male,78,No,Yes,No,No,0,No,0,57,Offer B,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,53.5,No
Female,66,No,Yes,Yes,No,0,Yes,8,37,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,90.0,No
Female,78,No,Yes,No,No,0,No,0,24,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.3,No
Male,76,No,Yes,No,Yes,2,No,0,38,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,80.45,No
Male,72,No,Yes,Yes,No,0,Yes,6,44,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.2,No
Male,73,No,Yes,No,No,0,No,0,67,No Offer,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,No
Female,75,No,Yes,Yes,No,0,Yes,7,25,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,69.3,No
Female,74,No,Yes,Yes,No,0,Yes,3,67,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.6,No
Male,76,No,Yes,Yes,No,0,Yes,9,72,No Offer,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,64.45,No
Male,68,No,Yes,Yes,No,0,Yes,3,24,No Offer,No,No,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,34.25,No
Male,66,No,Yes,No,No,0,No,0,9,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05,No
Female,70,No,Yes,No,No,0,No,0,44,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,89.15,No
Female,65,No,Yes,Yes,Yes,2,Yes,2,70,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,107.9,No
Male,73,No,Yes,Yes,Yes,1,Yes,8,68,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.5,No
Female,68,No,Yes,Yes,No,0,Yes,10,72,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78.45,No
Female,76,No,Yes,No,No,0,No,0,4,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,72.75,No
Male,65,No,Yes,No,No,0,No,0,3,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.85,No
Male,76,No,Yes,No,No,0,No,0,39,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.7,No
Male,79,No,Yes,No,No,0,No,0,12,No Offer,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,29.35,No
Male,69,No,Yes,No,No,0,No,0,51,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.6,No
Male,78,No,Yes,Yes,No,0,Yes,3,4,Offer E,No,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,29.9,No
Male,77,No,Yes,No,No,0,No,0,17,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,101.8,No
Female,70,No,Yes,Yes,Yes,2,Yes,1,66,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,110.6,No
Male,71,No,Yes,Yes,No,0,Yes,1,69,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.95,No
Male,68,No,Yes,No,No,0,No,0,38,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,94.75,No
Male,71,No,Yes,Yes,No,0,Yes,7,66,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,107.35,No
Male,74,No,Yes,Yes,No,0,Yes,6,18,No Offer,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,59.1,No
Female,78,No,Yes,No,No,0,No,0,49,No Offer,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,43.8,No
Female,70,No,Yes,No,No,0,No,0,2,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,84.05,No
Female,65,No,Yes,No,No,0,No,0,71,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,105.9,No
Female,68,No,Yes,No,No,0,No,0,64,No Offer,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,74.65,No
Female,73,No,Yes,No,No,0,No,0,11,No Offer,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,55.6,No
Male,68,No,Yes,No,No,0,No,0,57,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,104.9,No
Female,65,No,Yes,Yes,No,0,Yes,7,67,No Offer,Yes,No,No,No Internet,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,No
Female,77,No,Yes,Yes,No,0,Yes,7,70,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,113.65,No
Male,68,No,Yes,Yes,No,0,Yes,2,40,No Offer,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,98.15,No
Male,66,No,Yes,Yes,No,0,Yes,3,70,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.8,No
Male,76,No,Yes,Yes,No,0,Yes,6,65,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.95,No
Female,67,No,Yes,Yes,Yes,1,Yes,8,29,No Offer,No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,35.65,No
Female,80,No,Yes,No,No,0,No,0,15,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,91.5,No
Female,67,No,Yes,No,No,0,No,0,56,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.75,No
Male,78,No,Yes,Yes,Yes,1,Yes,10,65,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.75,No
Male,66,No,Yes,Yes,No,0,Yes,6,65,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.75,No
Female,76,No,Yes,Yes,No,0,No,0,38,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,83.45,No
Female,79,No,Yes,Yes,No,0,Yes,1,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,69.3,No
Male,67,No,Yes,No,No,0,No,0,51,No Offer,Yes,Yes,No,No Internet,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.0,No
Male,74,No,Yes,No,No,0,No,0,43,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.85,No
